"","terme.terme","tf.idf","log.entropy","lsa","lsa.tfidf","lsa.entropy"
"1","AER2100","AER2100","AER2100","AER2100","AER2100","AER2100"
"2","MEC6405","MEC6405","MEC6405","MEC4115","MEC6405","MIN1602"
"3","MEC4115","MEC4115","MEC4115","GBM8307","MEC4115","MEC4125"
"4","MEC4125","IND3304","MEC4125","MEC6405","MIN1602","MEC6405"
"5","IND3304","MEC4125","IND3304","GCH2560","GBM8307","IND6102"
